,label,sentence,augment
355,0,i'm sore but now i'm,watching tv so will try again
356,0,updating boob admission after saw lightning,next to them i ca n't see
357,0,that mistake to be my,would it for r running including
358,0,i'm happy to see you,in a chat and great twitter
359,0,i want to go see,aaron mccurdy and alex today
360,0,browsing maxi projects the spare of,terrifying old leg and wishing for a
361,0,i am so awake spending time,watching the rock of the opera
362,0,thinking about definitely leppard to,win a tweetup for the flight
363,0,awesome news my grandma says hi she,understands i probs wont get off the
364,0,funny follow she is still following you i thought,business and have fallen off to bed it 's
365,0,theres a limit do n't,realize how long i'm going to
366,0,haha but think you 'll write,me out and hit me first before
367,0,ok alll gonna turn on and,see how many tweets i skipped
368,0,feeling strangely cba with people,then i horny bookmarks and ajax
369,0,i'm writing my lyrics when,i only have to seriously fall
370,0,listening to some old youtube but,nothing beats a fresh air ivy
371,0,my mom sent me this facebook,query and saw the new baby
372,0,oh man i am so tired,already doing hw and having a nice
373,0,i ca n't believe it 's over,good to have you back in dallas
374,0,good thing that you got,a prom photo this day huh
375,0,just got finished painting the car,wash up the fab new tank
376,0,looking for to see if,there are people who are willing
377,0,i keep getting errors but tweetdeck seems,to be all asleep i'm back and restarted
378,0,listening to ampamp crying by,her egg commercial i got her
379,0,even those i post about,31 times a week thanks
380,0,wow i think i fucking,killed off some vitamin c n
381,0,do n't tell her i,ca n't go to bristol
382,0,i actually owe my daughter a makeover for,a spammer it has arrived through a freaking man
383,0,s gf seems to have,lost their match luv it
384,0,the animal trio and the oregon,cashier tomorrow night of the month
385,0,i had a clandestine fight,with photography now i'm throwing
386,0,rode asleep when shift to get to vet appointment gig followed by,extra cash but now im gunna reschedule and had a wkd poop
387,0,jesus i know that i,would n't pronounce the possibility of
388,0,i actually peed in the mall,having an korean lunch with my family
389,0,i'm ok i was going to inspire you,now but i know where we are always dd
390,0,i tried to get a few of,those horrid knitting jeans but they did n't
391,0,my 2 important donuts are,making ice cubes chilling aha
392,0,if someone wants me to stalk this girl,clever i do n't wanna thnk to give
393,0,emo shit i feel really,good to ya know i'm
394,0,hmmm you called me and asked,you for the thought of it
395,0,the reason there are forks like perfect,american couples you are n't particularly picky
396,0,i was gonna pm 3 lc,but i didnt whether theyre shit
397,0,apparently changing shit and to will be,calling the anticipation to go to your semis
398,0,we sirens are planes and,it only talks for 6
399,0,email allows me to prevent,dw with van abuse prize
400,0,omg is n't sure why,i'm so sad lol count
401,0,and i have made a,comeback of my fred from mines
402,0,getting ready for church speedy,fair then no shopping then digs
403,0,have dinner contractions amp bowl,time blank vodka tomorrow another friday
404,0,if u dont switch fixes dem and pick video on,twitter ah just reading porn she talks america offline grounded okayy
405,0,off to drive an elephant for,a birthday todayyyy is a week away
406,0,i knew everyone wud be,getting your job by 5
407,0,i miss wizards wars i,wish i could turn it off
408,0,simon told her movie to,tell skydiving she quotis having
409,0,kenzie brand special amp furious,jam in one hour best
410,0,i 've got chicken kitty,committed today and they 're free
411,0,my call quits now i,really wish i did n't wonder
412,0,missing nancy david carradine boredddd,bye byes and cannot sleeep
413,0,lol puts some videos up or,as you know its difficult lol xx
414,0,aw boiled eggs know i'm,jealous but i ca n't now
415,0,i travel well hopefully will gooo until tuesday,s about ten days until the day of work
416,0,the radio unite does n't open on,itunes therefore they wo n't call to txt
417,0,eating stale chicken and ice cream,with jacks and sippin on spy
418,0,just watched vice versa after i,ve got to sleep tonight thing
419,0,like i said literally badly interesting,because their comments help me out
420,0,telling is true it 's,much 4 10 people who
421,0,the lack of sleep is laughing,waking up too much early prepping
422,0,aww i would n't be taking,either you think but imma know that
423,0,i knowww beth thinks matty is,pure worried hope so wel u
424,0,your aunt is so pretty,and funny that u raised
425,0,they have more veggies for,the oven and a bowl
426,0,just when ur sun went,to the beach to find
427,0,i missed maggie pete and,mitchel 's concert last night
428,0,an external ram nor ram also a complaint,an toshiba store not showing gt linus in
429,0,if it went there beware,they 'd announce but at least
430,0,had a fun fun day,asked since he chipped his face
431,0,over now mourning not give c cash,go to dinner w great guys factor
432,0,i woke up tomorrow and,almost bumped around the floor
433,0,i think the sun burnt,brightly at work for the night
434,0,i love all your new,songs 08 and u deserve me
435,0,i hav n't see your,reply to you at all
436,0,wo n't let me and i do,n't have enough time to spend 9 days
437,0,something awkward with that urban verse hopefully,it was nice woo and thanks anyway lol
438,0,on the until fresno marathon yesterday just,bc i saw kat 's sing it on
439,0,talked about mein 51 meeting but still,having money somewhere apparently not too much
440,0,wants to talk to skype,at 4am amp my phone
441,0,is very upset that my,baby dog leaves me today morning
442,0,spending my last lunch with family,then going to london for the night
443,0,i know nick said bye to,my 19th grade center in st
444,0,photoshop streams suck a little bit,too much too slow to be honest
445,0,if you have one i 'll probably end,up trying to as it 'll pass differently
446,0,nice workout daily i'm only built,through treadmill because it had carrot stink
447,0,went to sleep like 4 times,and seems to be delivered directly to
448,0,lol love you do look handy when you leave,in 10 and i'm going to tennessee no clue she
449,0,get 100 followers a day using,wwwtweeterfollowcom once you add everyone you
450,0,my hair 's unacceptable i am snow,soundtrack like a light but i cannot
451,0,that 's just normal the office has been cancelled to,save it all come beyond alex saturn hahahah but it
452,0,tomorrow is bank holiday great,for the way sometime like
453,0,btw no gooood though on,iphone yet found upgrade last night
454,0,no mysql shows as my,phone gets traded flights tomorrow
455,0,i had so many plans,with one of those mates and
456,0,sure man said he could,care about kids all love doggy
457,0,just a simple idiot by my rain returns,alllllll day chai hmm i'm over proof have
458,0,so twitterific does n't allow my,ipod i had a collection on matt
459,0,i just crashed from parties,to face that refreshing stand of
460,0,sun is shining over here but,not really really nothing feeling crappy
461,0,sorry tu rusty aint helpful friends or,something they are not all grown up
462,0,at six flags for 45,min am still confused and sleepy
463,0,so tired homeee cant get,a hold of this wkend
464,0,im so bored and is wondering how full blown,wo and why i'm sure we all missed that
465,0,the interview was fun but tuesday was the,last day of school then medieval day of july
466,0,do n't hate being bored,thou i 've been neglecting
467,0,i soooo wish i could,go to the mmvas this
468,0,being sick is not here,or counting i wanna go
469,0,headed to a good movie anytime soon,do mix paper about study is alot better
470,0,i cudnt get my call,alerts thanks for spreading the tweet
471,0,im a little sore from moving on but,i'm trying to figure that out right nowi 'd
472,0,apple blows be prepared to,get him to accept spinal adapter
473,0,hugs but settled with my frustration amp procrastinating,related amp not working on the floor grrr
474,0,i have n't gone around,a couple area in like 5
475,0,yes thinking about mirrors get something,sorted maybe thats too much lol please
476,0,me and aaron have the biggest hangover in this world,for someone that i'm afraid so youre thinking about haha
477,0,songs so you can apply and tape,stint on hand other sites people come keep
478,0,is spending a week in bowie with her mother,outdoor cousin loving it that i shuld enjoy yours
479,0,still sulking after my phone oh well,after i'm going down to outlook again
480,0,getting ready for breakfast meetings,going to record wine with and
481,0,mmm tolerate karaoke and alice i have a live,until 130am with my english professors which day round assignments
482,0,it 's really creeps around,i think i might cry
483,0,is on this paper jus lost 2,today should install in for mac store soon
484,0,11 hrs of sleep and,i have a loooong week ahead
485,0,i'm great lt33 but good,times got lotsa good reason
486,0,got me out of ca n't believe it,is over need out for a few electricity shows
487,0,well i can give it,up whenever u r yaa
488,0,i'm not going to tomorrow,night of school after school
489,0,i'm sad that everything is closed,i 've been neglecting my oyster
490,0,i know i missed css because i was,one of the last two i could buy it
491,0,lots of leather rolls in the middle,of the security ad competition today at
492,0,watching the one greenville on hulu as,funday as i offered 30 hours i
493,0,ran into a taxi earlier,amp now i'm cleaning away
494,0,i do get the whereas ticket i get for 5hrs 17 instead when,i pleasantly love trance low finance on twitter presale 09 new home 60
495,0,regret that fuckin' sick cake paying for,a box with a report for the
496,0,just now shd have a big,mug of wine and watch the
497,0,it 's sad because u,can only chat to me
498,0,u have a huge beard,on your tree but i'm hungry
499,0,climbing scenic champions california now,wno midsummer on the west coast
500,0,haha your attracted to the,world trying to do it
501,0,why do i only use election and,that i screw it all up my own
502,0,well i got my phone,on line now they just
503,0,goodnight good day thinking what,it does for you ana
504,0,is about to start clapping and,going to bed i need rest
505,0,just spotted ng new zealand,and my new album is almost
506,0,too many times you want,spain to megan roddick 59 diversity
507,0,yeah juliet one of the things,that i need to get on
508,0,haha i'm with you guys,for pajamas and b in rodanthe
509,0,ha i'm guessing i was all,makeing gas in such a dumb
510,0,installed wordpress pro though not,bad as a would n't work
511,0,been shopping for a while,i know what you mean
512,0,im taking a break from,studying at homeland and get a
513,0,even if my sisters turn,it off ad i got some
514,0,making a bit of difference and,generally do some shopping with my suggestions
515,0,no paul phil 's taking care of,but tooo long to tweet lt3 sry girlie
516,0,just got a postcard for,twitter which messages to all
517,0,is gettin annoyed about the,internet maybe i 'll check
518,0,btw computers about to have a break from,ubuntu not for long now i want a
519,0,just saw utd tubes tonight,s event after the game
520,0,i do n't think i ca,n't concentrate on oceanup since this weekend
521,0,a walk home from lb,still looks liek a good
522,0,will miss youu waaah i tired,as hell this past year hopefully soon
523,0,whyy has been strange eating,yummy chicken and soda not wanting
524,0,just a few hundred minutes til my,expectations of your first read about consumer gp
525,0,bout to go golfing for,brunch postponed for a big
526,0,i really wish i was,home tonite not feeling too well
527,0,yes it was indeed a,long minute from the start
528,0,nooooo nicky keep crying that i have,on the car for a week and
529,0,i do n't think the closest american chickens use,twitter fiance of my friends or cards are you confirm
530,0,my butt hurts went to,surgery to find the most well
